trial,q_first_click,q_click_drivers,q_detail_info,q_detail_top,q_buy_first,q_notbuy_first,q_consider_more,q_second_click,q_buy_second,q_notbuy_second,q_third_click,q_buy_third,q_notbuy_third,q_fallback,q_fallback_blocker,q_reject_A,q_reject_B,q_reject_C,q_reject_D,q_reject_E,q_reject_F,q_page_browse,q_page_buy,q_factor_most,q_factor_second,q_importance_title,q_importance_image,q_importance_bullets,q_importance_aplus,q_importance_attr,q_importance_price,q_importance_reviews,q_importance_trust,q_listing_redline,q_material_pref,q_transparency_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent
569,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|few_reviews|want_compare,B,not_buy,price_suspicious|material|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|few_reviews,few_reviews|look|pack,look|few_reviews|transparency,few_reviews|size|material,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
570,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,few_reviews|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,few_reviews|brand,few_reviews|material,look|few_reviews,few_reviews|size,page2,page1,reviews,price_value,4,4,4,2,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image|no_size,eva,semi,unlikely,better_rating,3,4
571,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,add_cart,price_suspicious|material|want_compare,C,not_buy,material|look|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|material,look|material|few_reviews,few_reviews|material|pack,look|rating|brand,few_reviews|size|material,page2,page1,price_value,material,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
572,A,review_count|star_rating|material_word|magnets|main_image|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,want_compare|price_too_high,yes_more,B,add_cart,want_compare|price_suspicious,C,not_buy,brand|info_incomplete|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand,brand|info_incomplete,few_reviews|material|pack,few_reviews|look|material,few_reviews|size|material,page2,page1,reviews,price_value,5,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
573,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|brand|material|want_compare,B,not_buy,price_suspicious|material|look|brand,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|brand|material,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|brand,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
574,A,review_count|star_rating|material_word|main_image|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,D,not_buy,few_reviews|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material,few_reviews|material,look|brand,few_reviews|size|look,page2,page1,reviews,price_value,4,4,3,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,3,4
575,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare|transparency,yes_more,B,not_buy,price_suspicious|material|look|want_compare,E,not_buy,few_reviews|brand|transparency|info_incomplete,A,price|timing,fallback_favorite|price_too_high|transparency,price_suspicious|material|look,price_suspicious|material|few_reviews,few_reviews|pack|material,few_reviews|brand|transparency|info_incomplete,few_reviews|size|look,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
576,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|size_specs,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,look|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,look|brand|price_suspicious,brand|price_suspicious|info_incomplete,few_reviews|pack|material,look|brand|few_reviews,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_value,3,3
577,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|few_reviews|want_compare,B,not_buy,price_suspicious|material|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|few_reviews,few_reviews|material|pack,look|few_reviews|transparency,few_reviews|size|transparency,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
578,B,main_image|color_pattern|price|magnets|title_keyword|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,reviews_photos,add_cart,want_compare,yes_more,C,add_cart,few_reviews|want_compare,A,not_buy,price_too_high|want_compare,B,timing,price_too_high,fallback_favorite,few_reviews,few_reviews|material,look|few_reviews,few_reviews|size,page2,page1,price_value,magnet,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,5,4
579,A,main_image|review_count|star_rating|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|want_compare,E,not_buy,few_reviews|rating,A,price|timing,fallback_favorite|price_too_high,price_suspicious|few_reviews|brand,price_suspicious|brand,few_reviews|material|pack,few_reviews|rating|look,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
580,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|brand|want_compare,B,not_buy,price_suspicious|material|brand|look,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand|look,price_suspicious|material|brand,few_reviews|material|pack,few_reviews|look|brand,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
581,A,main_image|brand|star_rating|review_count|material_word|magnets|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal|delivery_returns,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,price_suspicious|brand|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|brand|look,price_suspicious|brand|look,few_reviews|material|brand|pack,few_reviews|brand|look,few_reviews|size|brand,page2,page1,reviews,material,5,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
582,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,want_compare|material,C,not_buy,want_compare|few_reviews,A,price|timing,fallback_favorite|price_too_high,final_purchase,few_reviews,few_reviews|material,few_reviews|look,few_reviews|size|look,page1,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,4,3
583,B,main_image|color_pattern|price|magnets|imagine_look|title_keyword,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|size_specs,reviews_photos,add_cart,want_compare,yes_more,C,add_cart,want_compare,A,not_buy,price_too_high,C,timing,price_too_high,final_purchase,fallback_favorite,few_reviews|pack,look|few_reviews,few_reviews|size,page2,page1,price_value,reviews,4,5,4,2,4,5,4,4,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,5,4
584,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|magnets|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|material|want_compare,B,add_cart,price_suspicious|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material,few_reviews|material,brand|look,few_reviews|size,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
585,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,price_suspicious|material|transparency|want_compare,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|transparency|brand,price_suspicious|material|brand,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_function,3,4
586,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,look|price_suspicious,C,not_buy,look|price_suspicious|want_compare,A,price|timing,fallback_favorite|price_too_high,look|price_suspicious,look|price_suspicious,few_reviews|material,look|few_reviews,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
587,A,main_image|color_pattern|star_rating|review_count|material_word|title_keyword|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,E,not_buy,look|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|transparency,price_suspicious|material|transparency,few_reviews|material|pack,look|transparency,few_reviews|size|transparency,page2,page1,appearance,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_look,3,4
588,A,star_rating|review_count|material_word|magnets|imagine_look|color_pattern,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|material|few_reviews,price_suspicious|material,few_reviews|material|pack,few_reviews|look|brand,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
589,A,main_image|star_rating|review_count|material_word|magnets|imagine_look,negative_reviews|reviews_photos|material_cert|size_specs|bullets|zoom_images,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price|reviews_trust,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|material|brand,few_reviews|rating|material|pack,few_reviews|look|rating,few_reviews|rating|size|transparency,page2,page1,reviews,price_value,4,5,4,2,4,5,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,2,4
590,C,main_image|color_pattern|star_rating|review_count|magnets|material_word|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,want_compare,yes_more,A,not_buy,price_too_high|look,B,add_cart,want_compare,C,timing,price_too_high|look,final_purchase,final_purchase,few_reviews|pack|material,look|few_reviews,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,5,4
591,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|look|want_compare,C,not_buy,price_suspicious|material|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|look,few_reviews|material|pack,look|few_reviews,few_reviews|transparency|size,page2,page1,reviews,price_value,4,5,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,3,4
592,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|few_reviews|material|want_compare,B,not_buy,price_suspicious|brand|material|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|material|transparency,price_suspicious|brand|few_reviews|material,few_reviews|material|pack|brand,look|transparency|few_reviews|brand,few_reviews|size|look|brand,page2,page1,reviews,material,4,4,4,2,4,4,5,5,low_rating|material_unclear|blur_image|mismatch_title|no_size,eva,semi,unlikely,better_rating,4,4
593,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|size_specs|zoom_images,negative_reviews,not_buy,price_too_high|transparency|want_compare,yes_more,B,not_buy,look|price_suspicious|want_compare,F,not_buy,few_reviews|size|material|want_compare,A,price,fallback_favorite|price_too_high|transparency,look|price_suspicious,look|price_suspicious|few_reviews,few_reviews|material,look|few_reviews,few_reviews|size,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
594,A,star_rating|review_count|material_word|magnets|imagine_look|color_pattern,reviews_photos|negative_reviews|bullets|material_cert|size_specs|qa|zoom_images|delivery_returns,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|brand|want_compare,E,not_buy,few_reviews|material|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|material|brand,few_reviews|material|pack,few_reviews|brand|material,few_reviews|size|material|brand,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,3,4
595,A,review_count|star_rating|material_word|title_keyword|magnets|main_image,negative_reviews|reviews_photos|material_cert|size_specs|bullets|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|brand,few_reviews|material|pack,few_reviews|brand|look,few_reviews|size|material|look,page2,page1,reviews,price_value,4,4,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,2,4
596,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,E,not_buy,few_reviews|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,brand|price_suspicious,brand|price_suspicious,few_reviews|brand,few_reviews|transparency,few_reviews|size,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,no_effect,better_rating,3,4
597,A,star_rating|review_count|material_word|magnets|main_image,negative_reviews|reviews_photos|material_cert|size_specs|bullets|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,price_suspicious|brand|want_compare,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|brand|review_concern,price_suspicious|brand|review_concern,few_reviews|material|brand,look|few_reviews|brand,few_reviews|size|brand,page2,page1,material,reviews,4,5,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,neutral,better_rating,3,4
598,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,E,not_buy,few_reviews|transparency|brand,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|brand|few_reviews,few_reviews|material|brand,transparency|few_reviews|brand,few_reviews|size|look|material,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
599,A,review_count|star_rating|main_image|material_word|magnets|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|look|want_compare,yes_more,C,not_buy,price_suspicious|material|look|want_compare,E,not_buy,transparency|few_reviews|review_concern|want_compare,C,price|reviews_trust|material|info_gap,price_too_high|look,price_suspicious|material|look|brand,price_suspicious|material|brand|info_incomplete,few_reviews|material|pack|brand,transparency|few_reviews|review_concern|brand,few_reviews|size|material|brand|look,page2,page1,reviews,price_value,4,5,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,unlikely,better_rating,4,4
600,A,review_count|star_rating|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,add_cart,price_suspicious|want_compare,C,not_buy,few_reviews|look|want_compare,B,material,price_too_high,fallback_favorite|price_suspicious,few_reviews|look,few_reviews|pack,few_reviews|look,few_reviews|size,page2,page1,price_value,reviews,4,4,4,2,5,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,neutral,better_rating,5,4
601,A,brand|star_rating|review_count|main_image|material_word|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,price_suspicious|material|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|material,price_suspicious|brand|material,few_reviews|material|brand,few_reviews|look|brand,few_reviews|size|material,page2,page1,material,reviews,4,5,4,3,4,3,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
602,A,main_image|material_word|review_count|star_rating|magnets|imagine_look,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,D,not_buy,few_reviews|material|info_incomplete,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material,few_reviews|material|pack,look|transparency|few_reviews,few_reviews|size|look,page2,page1,material,price_value,3,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
603,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,look|want_compare,C,add_cart,no_concern,A,price,fallback_favorite|price_too_high,look,final_purchase,few_reviews|pack|material,look|few_reviews,few_reviews|size|look,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,4,4
604,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,look|price_suspicious|want_compare,A,price,fallback_favorite|price_too_high,look|price_suspicious,price_suspicious|material,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material,page2,page1,reviews,price_value,4,5,4,2,4,5,5,5,low_rating|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_value,3,4
605,A,main_image|color_pattern|review_count|brand|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|brand|few_reviews,B,not_buy,look|price_suspicious|material|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,price_suspicious|material|look|brand,price_suspicious|material|brand|few_reviews,few_reviews|material|brand|pack,look|brand|few_reviews,few_reviews|size|brand|material,page2,page1,material,reviews,4,5,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,2,4
606,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|review_concern|want_compare,B,not_buy,price_suspicious|material|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|transparency|brand,price_suspicious|material|review_concern|brand,few_reviews|material|pack|brand,few_reviews|look|brand|material,few_reviews|size|material|brand,page2,page1,price_value,material,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_value,3,4
607,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,add_cart,look|want_compare,F,not_buy,few_reviews|size|look,A,price|timing,fallback_favorite|price_too_high,look,brand|price_suspicious,few_reviews|material|pack,look|brand|few_reviews,size|few_reviews|look,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
608,A,main_image|color_pattern|star_rating|review_count|material_word|right_size|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|material|want_compare,B,not_buy,brand|material|want_compare,A,price|timing,fallback_favorite|price_too_high,brand|material,brand|price_suspicious|material,few_reviews|material|pack,look|brand|rating,few_reviews|size|material,page2,page1,material,reviews,5,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
609,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|look,E,not_buy,few_reviews|transparency|look,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|few_reviews|brand,few_reviews|pack|material,few_reviews|transparency|look,few_reviews|size|transparency,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,4,4
610,A,main_image|color_pattern|review_count|star_rating|material_word|magnets|imagine_look,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,not_buy,look|material|want_compare,E,add_cart,few_reviews|material|want_compare,A,price|timing,fallback_favorite|price_too_high,look|material,look|price_suspicious|few_reviews,few_reviews|material|pack,few_reviews|material,few_reviews|size|look,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,neutral,better_rating,3,4
611,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|brand|want_compare,E,not_buy,few_reviews|brand|look|want_compare,A,price|timing|look_compromise,fallback_favorite|price_too_high,price_suspicious|material|brand|look,price_suspicious|material|brand,few_reviews|material|brand|pack,few_reviews|brand|look,few_reviews|size|look|material,page2,page1,material,reviews,4,5,4,2,4,3,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_look,3,3
612,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|look|material|want_compare,E,not_buy,few_reviews|transparency|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look|material,price_suspicious|look|brand,few_reviews|pack|material,few_reviews|transparency|brand,few_reviews|size|look,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
613,A,review_count|material_word|magnets|title_keyword|right_size,negative_reviews|reviews_photos|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|look|want_compare,E,not_buy,transparency|few_reviews|brand|want_compare,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|look,few_reviews|material|pack,transparency|few_reviews|brand,few_reviews|size|material,page2,page1,reviews,material,4,4,4,2,5,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,fully_transparent,unlikely,better_rating,3,4
614,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|material|want_compare,B,add_cart,no_concern,A,price|timing,fallback_favorite|price_too_high,final_purchase,price_suspicious|brand|material,few_reviews|pack|material,look|rating|brand,few_reviews|size|transparency,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
