trial,persona_path,reward,choice,choice_label,price,price_threshold,feature_priority,purchase_likelihood,age_bracket,economic_motivation,region,socioeconomic_band,gender_identity,life_stage,urbanicity,income,employment,rationale
survey_toilet-brush-choice__VuYETEp,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-3715a27c931a.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,High income,Man,Mid-life,Small town,null,Retired,"I value order and a tidy, uncluttered bathroom, and the OXO hideaway canister conceals the brush entirely while the ventilated tray prevents standing water — a genuine hygiene benefit. OXO is a brand I trust for well-engineered household tools, and at $19.97 the price is reasonable for the build quality and compact footprint."
survey_toilet-brush-choice__Vzv8mjR,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-62c2ee1b5f9c.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,18-24,,North America,,,Early career,,,Full-time,"I prefer a simple, well-designed set from a brand with a solid reputation, and the auto-open hideaway canister keeps the brush out of sight while the ventilated tray prevents water pooling. The compact footprint suits my bathroom, and the price feels reasonable for the build quality."
survey_toilet-brush-choice__W2oyKAb,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-71440966dbd0.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65-74,,North America,Lower-middle,Woman,Retirement,,,Retired,"I'm widowed and live alone, so I only need one brush and I don't want to see it sitting out. The OXO hideaway canister keeps the brush out of sight and the ventilated tray stops water pooling, which matters for hygiene. At $19.97 it's a reasonable price for a brand I've trusted for years."
survey_toilet-brush-choice__W8yXu3s,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-ab17bb1cb583.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,Woman,Retirement,Suburban,,Retired,"I'm retired and live in a small suburban bathroom, so a compact set that hides the brush away matters more to me than saving a few dollars. The OXO's automatic hideaway canister keeps things looking tidy and the ventilated tray means less standing water and odor, which is worth the mid-range price."
survey_toilet-brush-choice__WEhGfRd,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-788073d47a30.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,55-64,,North America,Upper-middle,Man,,,,Unemployed,"I live alone now in a smaller place, so a compact set that hides the brush away is what I want. OXO is a brand I've trusted for kitchen and bath items, and the auto-open canister with a ventilated tray keeps things tidy and dry. The price is reasonable for the quality."
survey_toilet-brush-choice__WF6Lr3M,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-dfac7e57fa09.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,Middle,Woman,Mid-life,Small town,,Full-time,"I want a brush that stays out of sight and doesn't drip on the floor, and the OXO Hideaway's canister opens automatically when you lift the brush and has a ventilated tray, which keeps things tidy in a small bathroom. At $19.97 it's a reasonable middle price from a brand I trust for durable, well-designed household tools."
survey_toilet-brush-choice__WFHJnM6,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-4ac4c8e19a3e.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,,,,,,"I value a clean, uncluttered look, and the OXO Hideaway hides the brush entirely in a slim canister that opens automatically when lifted. The ventilated tray prevents water pooling, which keeps things hygienic and dry, and the compact footprint fits a small bathroom. At $19.97 it's a fair price for a trusted brand's thoughtful design."
survey_toilet-brush-choice__WGu6raH,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-97bcac6024af.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,35-44,,North America,Low income,Woman,,,,Full-time,"With three kids and a tight budget, three brushes for $13.99 is the best value here. I can keep one in each bathroom and replace them without worrying about the cost."
survey_toilet-brush-choice__WH7JuGD,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-b90c34fbf725.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,75-84,,North America,Low income,Woman,Retirement,,,Retired,"I live on a fixed retirement income, so getting three brush sets for $13.99 is the best value on this shelf. I have three bathrooms and grown kids who visit, so having a spare brush and holder on hand makes practical sense to me."
survey_toilet-brush-choice__WKTjRBF,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-ed16a5c479c8.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,,,,,,"I want a clean, minimal look in the bathroom, and the OXO Hideaway keeps the brush fully concealed in a compact canister that opens automatically when lifted. The ventilated tray prevents water pooling, which matters for hygiene, and at $19.97 the price is reasonable for a well-known brand."
survey_toilet-brush-choice__WLrJLsm,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-3a1265e65d36.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,Upper-middle,Woman,Mid-life,Dense urban,$100k-200k,Full-time,"I want a brush that looks tidy when not in use and won't leave standing water breeding bacteria in a small, shared bathroom. The OXO's hideaway canister opens automatically, has a ventilated tray, and the brand's ergonomics and durability have earned my trust over decades. It's reasonably priced for the build quality."
survey_toilet-brush-choice__WU4bSF4,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-9dfac21bd4df.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,3,price,3,65-74,Value-driven,North America,Upper-middle,Woman,Mid-life,Dense urban,$100k-200k,Part-time,"No persona-specific answer was produced, so a neutral answer was used."
survey_toilet-brush-choice__WVcQFHY,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-69e579dca229.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,80+,Value-driven,North America,Middle,Man,Retirement,Small town,,Self-employed,"I want a clean, unobtrusive look in the bathroom and the hideaway canister means no visible brush between uses, which suits my preference for order and structure. OXO is a brand I trust for durable, well-engineered household tools, and at $19.97 the price is reasonable for the build quality and ventilated tray that prevents water pooling."
survey_toilet-brush-choice__WW5qDX6,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-891af6e23e34.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,5,cleaning,4,45-54,,North America,Lower-middle,Man,,,,Full-time,"I want a set that actually cleans well without spending much, and the Clorox name is one I trust around the bathroom. The under-rim scrubber and corner caddy are practical extras my wife would appreciate, and $15.50 fits what I'm willing to pay for a toilet brush."
survey_toilet-brush-choice__WcZR7iv,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-d8fe1542a602.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,Woman,,Suburban,,,"I want a compact set that keeps the brush hidden and looks clean in a guest-visible bathroom. The OXO's auto-open canister and ventilated tray address hygiene and tidiness, and at $19.97 the price is reasonable for a trusted brand."
survey_toilet-brush-choice__WciE7eB,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-9b4210cab796.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,High income,Woman,Mid-life,Dense urban,$200k+,Homemaker,"I keep a spotless, well-appointed home and I value a bathroom that looks tidy, so a brush that hides away completely in a slim canister is exactly what I want. OXO is a brand I trust for sturdy, well-designed tools, and the ventilated tray that prevents standing water appeals to my sense of hygiene and order. At $19.97 it is a sensible price for something I will use daily for years."
survey_toilet-brush-choice__WcxaCPs,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-2a4fba8c054b.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,High income,Man,Retirement,Suburban,$200k+,Self-employed,"I want a clean, uncluttered bathroom and the OXO Hideaway stores the brush completely out of sight while the ventilated tray keeps it from sitting in dirty water. OXO's build quality and reputation justify the modest $19.97, and the compact footprint suits my space. The auto-open canister is a small but genuinely useful touch."
survey_toilet-brush-choice__WmMucRN,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-3163de894256.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,65-74,,North America,Lower-middle,Man,Retirement,,,Retired,"I have three bathrooms and my budget is tight since I'm retired on a fixed income, so getting three brushes for $13.99 is the practical choice. The stiff nylon bristles and simple white look suit me fine, and having a spare on hand is handy."
survey_toilet-brush-choice__WpLAH53,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-0dfce6ee5987.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,Upper-middle,Woman,,,,Part-time,"I want a clean, minimal look where the brush isn't visible when stored, and the OXO brand has a solid reputation for durable, well-designed household tools. The auto-open canister and ventilated tray address the hygiene and water-pooling issues that bother me most, and at $19.97 the price is reasonable for something I'll use daily."
survey_toilet-brush-choice__WuHQYUZ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-6f7543674114.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,4,cleaning,4,75-84,,North America,Lower-middle,Man,,,,Full-time,"I'm a widower living on a fixed budget, so $15.50 is a fair price for a set from a brand I know and trust. The corner caddy saves space and the under-rim scrubber gets the job done properly, which matters to me since I do all my own cleaning now."
survey_toilet-brush-choice__Wyd27jP,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-1c42fafb446f.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,18-24,,North America,Lower-middle,Woman,,,,Full-time,"I have two kids and a busy household, so having three brushes means I can keep one in each bathroom and still have a spare, all for under $14. The white set matches my bathroom and the stiff nylon bristles should scrub well. Price matters a lot for me right now, so this is the best value on the shelf."
survey_toilet-brush-choice__X2T3T5C,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-aff5647d6b7c.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,Middle,Man,,,,Full-time,"I want something that looks clean and tidy in the bathroom, and the OXO hideaway canister keeps the brush completely out of sight while the ventilated tray keeps it from sitting in dirty water. OXO is a brand I trust for solid everyday tools, and $19.97 is a fair price for that kind of build quality."
survey_toilet-brush-choice__XHeWee7,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-4103b4ae772c.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,Middle,Man,,,,Full-time,"I want a compact, tidy set that hides the brush away and doesn't pool water, and OXO is a brand I've trusted in the kitchen for years. The auto-open canister and ventilated tray address the hygiene and small-space concerns that matter most to me, and at about $20 it's a reasonable mid-range price."
survey_toilet-brush-choice__XPvNCgt,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-78a44b9a54c5.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,Upper-middle,Man,Mid-life,Small town,null,Retired,"I want a tidy, well-engineered set for a single guest-visible bathroom, and the OXO Hideaway's auto-opening canister keeps the brush out of sight while the ventilated tray addresses the hygiene issue that matters most to me. OXO is a brand I trust for durable, thoughtfully designed household tools, and at $19.97 the price is reasonable for that quality."
survey_toilet-brush-choice__XQYqvVS,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-fef732bda728.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,,,Early career,,,Full-time,"I want a compact, minimal set that hides the brush entirely in a ventilated canister so it doesn't look like a toilet brush sitting out, and OXO is a brand I've had good luck with on other household tools. The auto-open canister and drainage tray address the two things I actually care about — looks and not having a soggy brush sitting in standing water."
survey_toilet-brush-choice__XZf9QAP,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-6f27c7c2da75.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,4,price,3,45-54,,North America,Low income,Man,,,,Unemployed,"I'm on a fixed income and can't afford to spend much on something like this. Getting three brushes for $13.99 means I have backups for a long time without spending much, and the stiff nylon bristles should do the job."
survey_toilet-brush-choice__XdioY4Y,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-ae3b8113b614.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,5,cleaning,4,25-34,,North America,Middle,Woman,,,,Full-time,"I have three kids and a busy household, so a brush with a dedicated under-rim scrubber and antibacterial bristles gets the toilet genuinely clean. Clorox is a brand I already trust for bathroom cleaning, and at $15.50 the corner caddy is a fair price for something that will actually hold up."
survey_toilet-brush-choice__XsEpmVS,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-7dde553c1ccb.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,5,hygiene,4,65+,,North America,High income,Man,Retirement,,,Retired,"I'm buying for a modest bathroom and I value order and cleanliness over flash. The OXO's hideaway canister means the brush is out of sight and the ventilated tray keeps water from pooling, which is the hygiene issue that actually matters. At $19.97 from a brand with a solid reputation, the price is reasonable for a tool I'll use for years."
survey_toilet-brush-choice__XshHS3E,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-ec1657feaf11.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,55-64,,North America,,,,,,Full-time,"I want a brush that stays out of sight and doesn't collect standing water, and the OXO hideaway canister opens automatically and has a ventilated tray. OXO is a brand I trust for durable household tools, and at $19.97 the price is reasonable for the build quality and compact footprint."
survey_toilet-brush-choice__Y6HPuQZ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-eee1dbe948d6.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,18-24,,North America,Middle,Man,Student,,,Student,"As a student on a budget I want something reliable but not ugly sitting in my bathroom. The OXO hideaway canister keeps the brush out of sight, has a ventilated tray so it doesn't stay wet, and OXO is a brand I trust for decent build quality at a fair price."
survey_toilet-brush-choice__Y8gJujf,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-afd379b63b05.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,5,,,North America,,Woman,Mid-life,,,Retired,"I'm retired and keep a tidy, uncluttered bathroom, so I want a brush that hides away completely rather than sitting out looking unsightly. The OXO Hideaway's canister opens automatically when you lift the brush and its ventilated tray keeps water from pooling, which matters to me because I manage a chronic condition and try to keep everything as hygienic and easy to clean as possible. OXO is a brand I've trusted for years in the kitchen, and at $19.97 it's a fair price for something that will last."
survey_toilet-brush-choice__YM8ktND,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-b9d58acc2684.yaml,1.0,sellemer_silicone,Sellemer Silicone,12.99,5,hygiene,4,18-24,,North America,,,Student,,,Student,"At $12.99 it's the best balance of price and hygiene for me: the silicone nubbed head is tangle-free and won't harbor bacteria like nylon bristles, and the ventilated slot base dries quickly so it doesn't sit in stagnant water. It also works wall-mounted or freestanding, which is handy in a small bathroom, and the flexible flat head should reach under the rim."
survey_toilet-brush-choice__YQypsc3,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-e4f8028c0784.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,18-24,,North America,Middle,Woman,Student,,,Student,"I want something that looks tidy and doesn't show a dripping brush, and the OXO hideaway canister opens automatically and has a ventilated tray so water doesn't pool. At $19.97 it's a reasonable mid-range price for a brand I already trust for kitchen and bath basics."
survey_toilet-brush-choice__YRb8mDh,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-a728976b84b7.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,design,4,18-24,Indifferent,North America,null,Man,Early career,Small town,null,Self-employed,"OXO is a brand I trust for genuinely well-engineered household stuff, and the auto-open hideaway canister means I never have to look at a dirty brush sitting out. At $19.97 it's mid-range but the ventilated tray and compact footprint solve the two things that actually annoy me about toilet brushes."
survey_toilet-brush-choice__YTTr4mt,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-ce232ffae255.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,Middle,Woman,,,,Full-time,"I want something compact and tidy that hides the brush away, and OXO is a brand I trust for durable, well-designed household items. The auto-open canister and ventilated tray keep things hygienic without looking cluttered in my bathroom."
survey_toilet-brush-choice__YTsrUyc,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-c28f3c481082.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,25-34,,North America,Low income,Woman,,,,Unemployed,"I'm on a tight budget with one kid at home, so getting three brushes for $13.99 is unbeatable value. I can keep one in each bathroom and have a spare, and the stiff nylon bristles do the scrubbing job I need."
survey_toilet-brush-choice__YV2DBAR,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-54582e5057ea.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a brush that stays hidden and hygienic, and the OXO Hideaway's auto-open canister with a ventilated tray prevents water pooling, which matters most to me in a bathroom. OXO's reputation for solid build quality and the compact footprint also fit my accuracy-first, durability-minded approach. The $19.97 price is reasonable for a set I'll use for years."
survey_toilet-brush-choice__YXiS3FC,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-c6f794cc5df7.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,null,Man,Mid-life,null,null,Retired,"I'm a practical, no-nonsense buyer and OXO is a brand I trust for durable everyday tools. The hideaway canister keeps the brush out of sight and the ventilated tray stops water pooling, which matters for hygiene. At $19.97 it's a fair price for something that will last and look tidy in a small bathroom."
survey_toilet-brush-choice__YYvMPNF,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-bbbc7735a235.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,35-44,,North America,Middle,Woman,,,,Part-time,"With three kids and multiple bathrooms, a 3-pack of brushes for $13.99 is the practical, budget-friendly choice that covers every toilet in the house at once. The stiff nylon bristles and covered caddy bases give reliable everyday cleaning without paying extra for features I don't really need."
survey_toilet-brush-choice__YZ6R4b4,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-44e0629977ba.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,Lower-middle,Man,,,,Homemaker,"I'm divorced with two kids and money's tight, but I've had cheap plastic brushes fall apart and silicone heads that just smear things around. The OXO Hideaway at $19.97 is a fair middle price from a brand I trust, and the canister hides the brush and has a ventilated tray so it doesn't sit in dirty water. The compact footprint also suits my small bathroom."
survey_toilet-brush-choice__YZsddrq,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-62ab35b23370.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,High income,Man,Retirement,null,null,Retired,"I want a set that stays out of sight and doesn't look like a toilet brush sitting in the open — the OXO hideaway canister does exactly that, and OXO is a brand I trust to hold up. The ventilated tray that prevents water pooling matters more to me than saving a few dollars, and the compact footprint suits a tidy, orderly bathroom."
survey_toilet-brush-choice__Yarrua7,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-4a160b192e12.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,Value-driven,North America,Lower-middle,Man,Early career,Small town,null,Full-time,"The OXO Hideaway's auto-open canister and ventilated tray solve the two things I actually care about: keeping the brush out of sight and preventing a pool of dirty water in the base. At $19.97 it's a reasonable middle price, and OXO's reputation for durable, well-designed household tools makes it feel like the safest buy for something I'll use daily for years."
survey_toilet-brush-choice__Ycm6Qck,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-232754324453.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,design,4,65+,Value-driven,North America,Upper-middle,Woman,Mid-life,Dense urban,,Self-employed,"I want a single well-made set that looks tidy in a guest-visible bathroom, and the OXO hideaway canister keeps the brush fully out of sight while its ventilated tray prevents the standing water that makes brushes unpleasant. The brand has earned my trust over decades of kitchen and cleaning tools, and at $19.97 the price is reasonable for something I'll use daily for years."
survey_toilet-brush-choice__Yect4HM,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-04ebbb98f975.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a brush that stays hidden and doesn't look like a toilet brush sitting out, and the OXO hideaway canister with a ventilated tray addresses the standing-water hygiene problem that silicone sets with open slots don't fully solve. OXO's build quality and the firm nylon bristles also give me more confidence in actual scrubbing performance than soft silicone nubs, which I'm skeptical clean a bowl's texture well."
survey_toilet-brush-choice__YfzGM5x,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-463b0c5c0725.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Indifferent,North America,High income,Man,Retirement,Small town,$200k+,Retired,"I prefer a reputable brand with a clean, minimal appearance that hides the brush when not in use, which suits a well-kept bathroom. The auto-opening canister and ventilated tray address hygiene and water pooling, and at $19.97 the price is reasonable for the build quality and design."
survey_toilet-brush-choice__YjTPPms,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-0356bf9415fc.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,,,Early career,,,Full-time,"The auto-open hideaway canister keeps the brush fully concealed when stored, which looks clean and minimal in a bathroom, and the ventilated tray prevents water pooling — a hygiene detail I care about. OXO is a brand I trust for well-designed, durable household tools, and $19.97 is a fair price for that combination of design and function."
survey_toilet-brush-choice__YoZXErR,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-75573bb09d8c.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a compact, tidy set that hides the brush when stored and lets the head dry without pooling water, which matters for hygiene in a small bathroom. OXO's hideaway canister with a ventilated tray and firm nylon bristles gives reliable cleaning performance from a brand with a solid reputation, and at $19.97 it's a reasonable mid-range price."
survey_toilet-brush-choice__YofHP3H,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-c1787e86dc27.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,Upper-middle,Man,Mid-life,Small town,null,Self-employed,"I want a clean, minimal look in the guest bathroom and the OXO Hideaway's auto-opening canister keeps the brush entirely out of sight while its ventilated tray prevents standing water. OXO is a brand I trust for durable, well-engineered household tools, and at $19.97 the price is reasonable for that build quality."
survey_toilet-brush-choice__Ys2yF6j,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-8a5d052f27ce.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a compact set that hides the brush when stored and has a ventilated tray so water doesn't pool — that's the hygiene factor I care about most. OXO's design is minimal and clean, fits a small bathroom, and the brand has a solid reputation for durable everyday tools, so the ~$20 price feels justified."
survey_toilet-brush-choice__Ysd3A28,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-9d8daf03af6c.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Indifferent,North America,Middle,Woman,Mid-life,Small town,$50k-100k,Self-employed,"I want a brush that stays out of sight and doesn't leave a puddle in the holder, and the OXO hideaway canister opens automatically when you lift the brush, which suits my small bathroom. At $19.97 it's a reasonable middle price for a brand I've trusted for kitchen and cleaning tools for years. I care more about a holder that dries out properly and looks tidy than about gimmicks like tweezers or a three-pack."
survey_toilet-brush-choice__Ysp7Vwt,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-02eeb7dbbb0a.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Indifferent,North America,High income,Woman,Retirement,Dense urban,null,Full-time,"The OXO Hideaway's auto-open canister keeps the brush fully concealed when stored, which suits the clean, minimal look I want in a guest-visible bathroom, and the ventilated tray addresses the hygiene concern that matters most to me. OXO is a brand I trust for well-designed, durable household tools, and at $19.97 the price is reasonable for that quality."
survey_toilet-brush-choice__YxUvCTk,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-f05e2b7ac545.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,Lower-middle,Man,,,,Full-time,"I want something that looks clean and tidy in a small bathroom, and the hideaway canister that opens automatically means I never have to see the brush. OXO is a brand I trust for sturdy, no-nonsense household stuff, and at under $20 it's a fair price for the build quality."
survey_toilet-brush-choice__YzzA3Wb,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-f8e1b4ab8bf8.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,3,price,3,35-44,,North America,,,,,,Full-time,"No persona-specific answer was produced, so a neutral answer was used."
survey_toilet-brush-choice__Z7Tsf3h,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-753d41a533a7.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,Middle,Man,Retirement,Small town,null,Retired,"I want a tidy, covered set that hides the brush and keeps water from pooling, and OXO's reputation for well-made household tools gives me confidence in the build. The compact footprint and auto-open canister suit a modest bathroom, and the price is reasonable for the quality."
survey_toilet-brush-choice__Z7znFXa,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-2a17e5e245f7.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,null,Woman,Mid-life,null,null,null,"I want a compact, minimal set that stays clean and out of the way, and the OXO hideaway canister opens automatically with a ventilated tray to prevent water pooling. OXO's reputation for durable, well-designed tools makes the $19.97 price reasonable for something I'll use daily."
survey_toilet-brush-choice__Z8cTznV,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-2fc801f705fb.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Indifferent,North America,Middle,Man,Mid-life,Rural,null,null,"I live alone in a small rural house and keep a tidy, orderly bathroom, so a compact canister that hides the brush entirely and opens automatically when lifted suits me well. OXO is a brand I have learned to trust over the years, and the ventilated tray that prevents water pooling addresses hygiene without any fuss. At $19.97 it is a fair, middle-of-the-road price for something I will use daily for years."
